,id_stable,Date,Content,ContentClean,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags
19,73141,2021-09-16 20:49:04+00:00,"CDC says US should pause all Afghan refugee flights to the US because of Measles. Secretary of State says we already brought in 60,000 with at least 35,000 on the way. .pdf in link. https://t.co/9MTEQvZBl5","CDC says US should pause all Afghan refugee flights to the US because of Measles. Secretary of State says we already brought in 60,000 with at least 35,000 on the way. .pdf in link.",11,0.0601092896174863,"CDC, US, US",https://t.co/9MTEQvZBl5,,English-speaking,0,0,0,0,No hashtags
388,98249,2021-08-31 20:20:56+00:00,"@BananniAnnie @Amy_Siskind For four months Americans were warned to leave. The SIV program was all but destroyed by trump and Miller so most Afghan allies couldn't get visas, but sure blame Biden.","For four months Americans were warned to leave. The SIV program was all but destroyed by trump and Miller so most Afghan allies couldn't get visas, but sure blame Biden.",9,0.0520231213872832,SIV,,"@BananniAnnie, @Amy_Siskind","Ocean, NJ",0,4,33,1,No hashtags
345,59538,2021-10-03 18:57:38+00:00,"Saturday was another busy day. I started by dropping off clothes at VFW Post 9215 in Upper Nyack. They're collecting donations to help Afghani refugees being resettled in the US. If you want to donate-drop off clothes from 9am-12pm Saturday, 10/9 at 250 Birchwood Ave. Upper Nyack https://t.co/5hKcotFGhZ","Saturday was another busy day. I started by dropping off clothes at VFW Post 9215 in Upper Nyack. They're collecting donations to help Afghani refugees being resettled in the US. If you want to donate-drop off clothes from 9am-12pm Saturday, 10/9 at 250 Birchwood Ave. Upper Nyack",18,0.0638297872340425,"I, VFW, US.",https://t.co/5hKcotFGhZ,,"Nanuet, Ossining, Albany",1,1,3,0,No hashtags
93,494,2022-04-24 00:34:26+00:00,"@AndersWijkman @Migrationsverk Yes, Ann Linde, Please please use your influence in government to make sure Hazaran asylum seekers are not sent back to Afghanistan!","Yes, Ann Linde, Please please use your influence in government to make sure Hazaran asylum seekers are not sent back to Afghanistan!",6,0.0441176470588235,,,"@AndersWijkman, @Migrationsverk",Skåne,0,1,7,0,No hashtags
173,150539,2021-08-18 02:54:01+00:00,"@AFP Around 100,000 Afghans need to be resettled to USA or elsewhere. USA can't leave them","Around 100,000 Afghans need to be resettled to USA or elsewhere. USA can't leave them",8,0.0919540229885057,"USA, USA",,@AFP,Nawada Bihar,2,0,8,0,No hashtags
510,134803,2021-08-20 17:34:23+00:00,"That said, fixing the SIV process should have been a much higher priority for the current administration. That was our second mistake. 

Yes, the evaporation of the Afghan army was a shock. But we plan for unlikely contingencies all the time. That should have been one.","That said, fixing the SIV process should have been a much higher priority for the current administration. That was our second mistake. Yes, the evaporation of the Afghan army was a shock. But we plan for unlikely contingencies all the time. That should have been one.",9,0.0334572490706319,SIV,,,"Charlotte, NC",2,10,114,0,No hashtags
137,174610,2021-08-13 21:53:58+00:00,"Canada has announced an expanded program to resettle Afghan refugees as territories in #Afghanistan fall rapidly to the Taliban.

 https://t.co/Y5TqLGJBsB",Canada has announced an expanded program to resettle Afghan refugees as territories in #Afghanistan fall rapidly to the Taliban.,4,0.0303030303030303,,https://t.co/Y5TqLGJBsB,,Australia,1,1,1,0,['Afghanistan']
985,198633,2021-01-07 11:35:28+00:00,"“It's really important for us to keep our neighborhood clean; many families with small children are living here.” 

The Afghan asylum-seeking father volunteering in a litter collection effort around Vathy camp on Samos island echoes a basic human need of all people. https://t.co/Me3WqZcMPg",“It's really important for us to keep our neighborhood clean; many families with small children are living here.” The Afghan asylum-seeking father volunteering in a litter collection effort around Vathy camp on Samos island echoes a basic human need of all people.,5,0.0186567164179104,,https://t.co/Me3WqZcMPg,,Greece,0,19,40,3,No hashtags
162,136445,2021-08-20 10:44:32+00:00,"If you tried to blame COVId outbreaks on immigrants. If you didn’t care about kids in cages! If you turned your back on asylum seekers/refugees from Central and South America, if you chanted “build the wall!” You don’t get to scream how we must get Afghans out. #GOPHypocrisy","If you tried to blame COVId outbreaks on immigrants. If you didn’t care about kids in cages! If you turned your back on asylum seekers/refugees from Central and South America, if you chanted “build the wall!” You don’t get to scream how we must get Afghans out. #GOPHypocrisy",16,0.0581818181818181,,,,"Dreary eErie, PA",0,1,1,0,['GOPHypocrisy']
53,24629,2022-01-20 14:25:55+00:00,@UNHCRIndo as a poor Afghan Refugee after passing 8years in uncertainty i sincerely beg you please please pay attention and rescue me and my children . my little toddler became a teenager without education. please end this miserable situation .,as a poor Afghan Refugee after passing 8years in uncertainty i sincerely beg you please please pay attention and rescue me and my children . my little toddler became a teenager without education. please end this miserable situation .,2,0.0085106382978723,,,@UNHCRIndo,English-speaking,0,0,5,0,No hashtags
809,151627,2021-08-17 22:43:32+00:00,@drapr007 @RanaAyyub @khanumarfa You are defeated badly in Afghanistan. yes it's good to give asylum. probably a face saving for modi and doval hahaha.,You are defeated badly in Afghanistan. yes it's good to give asylum. probably a face saving for modi and doval hahaha.,2,0.0161290322580645,,,"@drapr007, @RanaAyyub, @khanumarfa","Sindh, Pakistan",0,0,0,0,No hashtags
927,138536,2021-08-19 21:11:36+00:00,"If you're an American citizen &amp; you're stuck in Afghanistan you have to pay $2000 to get out, but if you're a refugee you can get out for free
If you're able to cross the US border with Mexico &amp; you have the Virus walk right in, but if you're an American you'd better get shot!","If you're an American citizen & you're stuck in Afghanistan you have to pay $2000 to get out, but if you're a refugee you can get out for free If you're able to cross the US border with Mexico & you have the Virus walk right in, but if you're an American you'd better get shot!",9,0.031578947368421,US,,,New Mexico,0,0,1,0,No hashtags
250,21246,2022-02-02 18:53:16+00:00,"Islamabad, Pakistan
A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement
Photograph: Anadolu Agency https://t.co/IYsN6LKa1P","Islamabad, Pakistan A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement Photograph: Anadolu Agency",9,0.0471204188481675,,https://t.co/IYsN6LKa1P,,Beautiful Pacific Northwest,0,1,3,0,No hashtags
902,153303,2021-08-17 18:27:45+00:00,"NSA Sullivan addresses concerns over pace, timing of evacuations.

""We did dramatically accelerate the SIV process,"" but Afghan government ""made a passionate case that we should not conduct a mass evacuation lest we trigger a loss of confidence in the government."" https://t.co/rkTVLX2Kgb","NSA Sullivan addresses concerns over pace, timing of evacuations. ""We did dramatically accelerate the SIV process,"" but Afghan government ""made a passionate case that we should not conduct a mass evacuation lest we trigger a loss of confidence in the government.""",9,0.0338345864661654,"NSA, SIV",https://t.co/rkTVLX2Kgb,,New York,6,6,17,1,No hashtags
549,40835,2021-11-25 11:20:51+00:00,"@KinG_BoBBBB @davidallengreen The only place you are soft is in the head.  Asylum seekers are not criminals and those that have family ties to the UK want to go to the UK   Raab betrayed an entire country, he has blood in his hands from Afghanistan","The only place you are soft is in the head. Asylum seekers are not criminals and those that have family ties to the UK want to go to the UK Raab betrayed an entire country, he has blood in his hands from Afghanistan",8,0.036036036036036,"UK, UK",,"@KinG_BoBBBB, @davidallengreen",English-speaking,1,0,0,0,No hashtags
451,25034,2022-01-18 20:01:44+00:00,#School is back in session for the Afghan evacuees temporarily staying in #Qatar. Spirit of America provided educational supplies and furnishings for the community center to ensure that the children could go #BackToSchool while they await resettlement. #Afghanistan #education https://t.co/LCDPpjQfxV,#School is back in session for the Afghan evacuees temporarily staying in #Qatar. Spirit of America provided educational supplies and furnishings for the community center to ensure that the children could go #BackToSchool while they await resettlement. #Afghanistan #education,9,0.0323741007194244,,https://t.co/LCDPpjQfxV,,"Arlington, VA",0,0,5,0,"['School', 'Qatar', 'BackToSchool', 'Afghanistan', 'education']"
533,159926,2021-08-16 23:46:25+00:00,"NEW Many Afghans are expected to be resettled in the DC area, according to Lutheran Social Services, which has resettlement sites in Fairfax, Va., Dale City, Va., and Hyattsville MD @statesnewsroom DC / @lauraolson https://t.co/3puOpAvy4g via @IowaCapDispatch","NEW Many Afghans are expected to be resettled in the DC area, according to Lutheran Social Services, which has resettlement sites in Fairfax, Va., Dale City, Va., and Hyattsville MD DC / via",20,0.101010101010101,"NEW, DC, MD, DC",https://t.co/3puOpAvy4g,"@statesnewsroom, @lauraolson, @IowaCapDispatch","Washington, D.C.",0,1,6,1,No hashtags
636,113288,2021-08-26 12:44:04+00:00,"#Canada was one of many countries taking part in the evacuation of people facing Taliban reprisals from #Kabulairport. Over 1,000 refugees are in Canada now. Canada has plans to resettle 20,000 #AfghanRefugees 

https://t.co/p67EojQwvM","#Canada was one of many countries taking part in the evacuation of people facing Taliban reprisals from #Kabulairport. Over 1,000 refugees are in Canada now. Canada has plans to resettle 20,000 #AfghanRefugees",8,0.0375586854460093,,https://t.co/p67EojQwvM,,India,0,3,15,0,"['Canada', 'Kabulairport', 'AfghanRefugees']"
597,126658,2021-08-23 00:05:33+00:00,These are likely flights to help resettle Afghan refugees,These are likely flights to help resettle Afghan refugees,2,0.0350877192982456,,,,Washington,6,7,145,0,No hashtags
573,66669,2021-09-23 11:29:47+00:00,"Foreign minister urges US, NATO to take up major responsibility for resolving issue of Afghan refugee
#StandUpForAfghanistan","Foreign minister urges US, NATO to take up major responsibility for resolving issue of Afghan refugee #StandUpForAfghanistan",12,0.0967741935483871,"US,, NATO",,,"Rawalpindi, Pakistan",1,0,0,0,['StandUpForAfghanistan']
145,65101,2021-09-25 04:07:42+00:00,That's how he vetted the 100k Afghans he flew into a neighborhood near you https://t.co/HW9wYt5e4v,That's how he vetted the 100k Afghans he flew into a neighborhood near you,2,0.0263157894736842,,https://t.co/HW9wYt5e4v,,"Intercourse, Pa",0,0,0,0,No hashtags
400,195587,2021-04-16 17:44:48+00:00,"@POTUS  @JoeBiden , please reconsider your decision on refugee levels!  Taking into account the recent decision on Afghanistan there will be a large number of refugees fleeing.  We must help them and other refugees around the world.  It is who we are!",", please reconsider your decision on refugee levels! Taking into account the recent decision on Afghanistan there will be a large number of refugees fleeing. We must help them and other refugees around the world. It is who we are!",4,0.0168067226890756,,,"@POTUS, @JoeBiden","New York, NY",0,0,0,0,No hashtags
514,130745,2021-08-21 17:52:21+00:00,"Lessons learnt from afghanistan:
1.Ur dream house, dream car,dream life, bank balance, business shall all turn to dust if ur nation does nt stand
2.Ur assets are valueless if ur country has no asset
3.U can become a refugee in minutes if ur leaders sell U off &amp; flee away
Jay Hind","Lessons learnt from afghanistan: 1.Ur dream house, dream car,dream life, bank balance, business shall all turn to dust if ur nation does nt stand 2.Ur assets are valueless if ur country has no asset 3.U can become a refugee in minutes if ur leaders sell U off & flee away Jay Hind",7,0.0246478873239436,U,,,"Khordha,Odisha",0,0,0,0,No hashtags
650,155180,2021-08-17 14:02:12+00:00,"In the UK, over 76 Afghans have had their claims for asylum rejected this year alone https://t.co/VkKeUd8iZ7 Additionally, the new Nationality and Borders bill would criminalise many of those seeking asylum","In the UK, over 76 Afghans have had their claims for asylum rejected this year alone Additionally, the new Nationality and Borders bill would criminalise many of those seeking asylum",7,0.0380434782608695,"UK,",https://t.co/VkKeUd8iZ7,,English-speaking,0,1,2,0,No hashtags
793,195831,2021-04-14 15:59:16+00:00,"Sometimes the best we can do is the least we can do. 

We owe protection to the interpreters and translators, schoolteachers and bureaucrats, women and children whose lives are at risk because they threw their lot in with us on the promise of a better society. #Afghanistan https://t.co/GzRm2qItKh","Sometimes the best we can do is the least we can do. We owe protection to the interpreters and translators, schoolteachers and bureaucrats, women and children whose lives are at risk because they threw their lot in with us on the promise of a better society. #Afghanistan",3,0.0109090909090909,,https://t.co/GzRm2qItKh,,"Takoma Park, MD",0,0,6,0,['Afghanistan']
997,56935,2021-10-09 00:10:30+00:00,Northeast Ohio resettlement agencies asking for donations as they welcome Afghan refugees https://t.co/Fua6OPT9wl https://t.co/t5rYTLkTiB,Northeast Ohio resettlement agencies asking for donations as they welcome Afghan refugees,3,0.032258064516129,,"https://t.co/Fua6OPT9wl, https://t.co/t5rYTLkTiB",,English-speaking,0,0,0,0,No hashtags
120,169409,2021-08-15 21:11:13+00:00,"@CoriBush We created the refugees. The least we can do is offer them asylum. 
#Afghanistan",We created the refugees. The least we can do is offer them asylum. #Afghanistan,3,0.0365853658536585,,,@CoriBush,"Michigan, USA",0,0,0,0,['Afghanistan']
156,31582,2021-12-23 19:26:26+00:00,"@MayaOppenheim @heatherbarr1 @marziababakarkh @hrw you are seeking asylum and Afghan nation is helpless and can't afford the basics, no Matter less or more but you have betrayed this whole nation, and you are accountable","you are seeking asylum and Afghan nation is helpless and can't afford the basics, no Matter less or more but you have betrayed this whole nation, and you are accountable",2,0.0112994350282485,,,"@MayaOppenheim, @heatherbarr1, @marziababakarkh, @hrw",Afghanistan,0,0,0,0,No hashtags
424,188531,2021-07-04 15:01:31+00:00,"#France: #Islamic #Migrant Sentenced to 15 Years for #Rape of Young Boy: Lawyer Pleads it's an #Afghan Custom (Video)
 https://t.co/ylOLgd8oaA via @AmyMek",#France: #Islamic #Migrant Sentenced to 15 Years for #Rape of Young Boy: Lawyer Pleads it's an #Afghan Custom (Video) via,13,0.1031746031746031,,https://t.co/ylOLgd8oaA,@AmyMek,English-speaking,0,0,0,0,"['France', 'Islamic', 'Migrant', 'Rape', 'Afghan']"
1060,612,2022-04-23 07:25:09+00:00,Happy St George’s Day y’all! - Let’s be kind and welcoming to all refugees like we were to George all those years again. Let’s create welcome packs and give them language lessons. Especially brave Afghan translators. In other news we need to look after our mob too! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/Lnn8dfRCZi,Happy St George’s Day y’all! - Let’s be kind and welcoming to all refugees like we were to George all those years again. Let’s create welcome packs and give them language lessons. Especially brave Afghan translators. In other news we need to look after our mob too! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,10,0.0337837837837837,,https://t.co/Lnn8dfRCZi,,Albion,0,0,1,0,No hashtags
110,141243,2021-08-19 11:25:28+00:00,@lindafabri @lewis_goodall @lisanandy But wasn’t it hoped that the phone call would possibly expedite the evacuation of translators - before Kabul fell?,But wasn’t it hoped that the phone call would possibly expedite the evacuation of translators - before Kabul fell?,2,0.0166666666666666,,,"@lindafabri, @lewis_goodall, @lisanandy",English-speaking,1,1,5,0,No hashtags
382,176518,2021-08-11 18:54:21+00:00,"Do join me 19GMT @AJEnglish.  As #US defence official warns the #Taliban could surround #Afghanistan's capital, Kabul, in 30 days, @CharlotteBellis reports on #Afghan government's plans to fight back.
Plus @TeresaBo live on #migrant crisis on #Colombia #Panama border.","Do join me 19GMT As #US defence official warns the #Taliban could surround #Afghanistan's capital, Kabul, in 30 days, reports on #Afghan government's plans to fight back. Plus live on #migrant crisis on #Colombia #Panama border.",14,0.0595744680851063,"19GMT, #US",,"@AJEnglish., @CharlotteBellis, @TeresaBo",London,0,0,3,0,"['US', 'Taliban', 'Afghanistan', 'Afghan', 'migrant', 'Colombia', 'Panama']"
47,106339,2021-08-28 14:17:59+00:00,"Ah yes, the Afghans helping us truly playing the long game. Risk their whole families being murdered for decades just so when the US pulls out they can have a small shot at coming as a refugee to, what, turn around and attack us? https://t.co/O3hSzPPEv2","Ah yes, the Afghans helping us truly playing the long game. Risk their whole families being murdered for decades just so when the US pulls out they can have a small shot at coming as a refugee to, what, turn around and attack us?",5,0.0216450216450216,US,https://t.co/O3hSzPPEv2,,English-speaking,0,0,0,0,No hashtags
316,105818,2021-08-28 17:40:04+00:00,Biden evacuating Cows over US Citizens and SIV's !! Leaves 85 billion dollars worth of high tech weapons but saves cows. @Potus #BidenDisaster #BidenIsACoward #AfghanistanCrisis #Afghan #AFghanistan https://t.co/SiGY0wnX7o,Biden evacuating Cows over US Citizens and SIV's !! Leaves 85 billion dollars worth of high tech weapons but saves cows. #BidenDisaster #BidenIsACoward #AfghanistanCrisis #Afghan #AFghanistan,20,0.1025641025641025,US,https://t.co/SiGY0wnX7o,@Potus,"Las Vegas, NV",0,0,0,0,"['BidenDisaster', 'BidenIsACoward', 'AfghanistanCrisis', 'Afghan', 'AFghanistan']"
1026,54345,2021-10-15 13:15:42+00:00,"EU, fearful of refugee crisis, delays response on Afghan asylum https://t.co/9vBUXq8JGR via @AJEnglish #xenophobia #racism","EU, fearful of refugee crisis, delays response on Afghan asylum via #xenophobia #racism",3,0.0329670329670329,"EU,",https://t.co/9vBUXq8JGR,@AJEnglish,DC/Cape Town,0,0,0,0,"['xenophobia', 'racism']"
98,141868,2021-08-19 08:35:03+00:00,Press Release: Situation in Afghanistan and expected new refugee wave https://t.co/vufYtvVi89 #BCHR #Serbia,Press Release: Situation in Afghanistan and expected new refugee wave #BCHR #Serbia,9,0.1058823529411764,#BCHR,https://t.co/vufYtvVi89,,Bʀᴜssᴇʟs,0,0,0,0,"['BCHR', 'Serbia']"
586,58949,2021-10-05 00:33:15+00:00,"@votemarkgreen @BoSnerdley The recruiting  process vetted Private Bowe ""Over the Hill"" Birddog a lot more than the thousands of Afghans(assuming they were Afghans) who jumped aboard C-17s in August were vetted.","The recruiting process vetted Private Bowe ""Over the Hill"" Birddog a lot more than the thousands of Afghans(assuming they were Afghans) who jumped aboard C-17s in August were vetted.",10,0.053475935828877,,,"@votemarkgreen, @BoSnerdley",English-speaking,1,0,0,0,No hashtags
393,168316,2021-08-16 01:58:30+00:00,@QasimRashid Important call out. What about those stuck in Afghanistan and don’t have the privilege to even seek refuge or asylum? What about them?,Important call out. What about those stuck in Afghanistan and don’t have the privilege to even seek refuge or asylum? What about them?,4,0.0294117647058823,,,@QasimRashid,"Wurundjeri country, Naarm",0,0,0,0,No hashtags
563,150784,2021-08-18 02:04:48+00:00,"@sniper_ssgt If we were just talking about translators who worked directly w/ combat units, sure. But we both know that's not what this is about. This is about bringing over shitloads of random Afghans. Or if it isn't, it will be.

I don't care about shitloads of random Afghans.","If we were just talking about translators who worked directly w/ combat units, sure. But we both know that's not what this is about. This is about bringing over shitloads of random Afghans. Or if it isn't, it will be. I don't care about shitloads of random Afghans.",7,0.0261194029850746,,,@sniper_ssgt,Sufficient Within Myself,1,0,1,0,No hashtags
681,78209,2021-09-12 03:11:30+00:00,"""Afghans eligible and referred to the U.S. Refugee Admissions Program (USRAP) must be outside of Afghanistan in a third country for their cases to be processed.""","""Afghans eligible and referred to the U.S. Refugee Admissions Program (USRAP) must be outside of Afghanistan in a third country for their cases to be processed.""",12,0.0745341614906832,"U.S., (USRAP)",,,USA,1,0,1,0,No hashtags
409,184932,2021-07-16 13:34:02+00:00,"@LostitMills @debpresente Wife of a former President.
Failed wars in Iraq, Afghanistan, Libya, and Syria. 
Uranium One Russia cash windfall. Epstein/Maxwell friendship. 
Bill. 
Corruption unveiled in Wikileaks
Pay to play. 
Her cackle. 
Destabilizing Central America via Honduras coup. 
Migrant crisis.","Wife of a former President. Failed wars in Iraq, Afghanistan, Libya, and Syria. Uranium One Russia cash windfall. Epstein/Maxwell friendship. Bill. Corruption unveiled in Wikileaks Pay to play. Her cackle. Destabilizing Central America via Honduras coup. Migrant crisis.",22,0.0785714285714285,,,"@LostitMills, @debpresente",earth,0,0,1,0,No hashtags
366,178347,2021-08-05 22:12:39+00:00,"Tens of thousands of afghans are moving towards Iran's border to seek refugee.
Iran is already hosting 2-3 million illegal afghan refugees. With the trembling economy, we just can't handle anymore.

With that being said, they will not be sent back. Welcome to your home ❤️ https://t.co/ph1ayJiEYE","Tens of thousands of afghans are moving towards Iran's border to seek refugee. Iran is already hosting 2-3 million illegal afghan refugees. With the trembling economy, we just can't handle anymore. With that being said, they will not be sent back. Welcome to your home ❤️",6,0.0218978102189781,,https://t.co/ph1ayJiEYE,,Islamic Republic of Iran,24,53,228,10,No hashtags
708,150600,2021-08-18 02:42:25+00:00,"@Timodc They are running out of time and there’s no safe path to the airport.  We can thank the R congress for the last many years that allowed the SIV caps to remain very limited since the war began, refused to provide asylum to our Afghan, Iraq and Kurd allies for over the last decade","They are running out of time and there’s no safe path to the airport. We can thank the R congress for the last many years that allowed the SIV caps to remain very limited since the war began, refused to provide asylum to our Afghan, Iraq and Kurd allies for over the last decade",9,0.0320284697508896,"R, SIV",,@Timodc,English-speaking,2,0,2,0,No hashtags
73,125502,2021-08-23 11:08:29+00:00,@ritaag This person isn’t eligible for a SIV or any other State Dept relief. He isn’t eligible to leave. There are thousands of thousands of people in this category: endangered by the assistance Afghans provided to the US but ineligible for assistance from the US.,This person isn’t eligible for a SIV or any other State Dept relief. He isn’t eligible to leave. There are thousands of thousands of people in this category: endangered by the assistance Afghans provided to the US but ineligible for assistance from the US.,13,0.0503875968992248,"SIV, US, US.",,@ritaag,"Washington, DC",21,1,48,1,No hashtags
757,67344,2021-09-22 19:14:50+00:00,"Well done Portugal!!!
Afghan girls soccer team granted asylum in Portugal

https://t.co/2oT1XjP7Pa",Well done Portugal!!! Afghan girls soccer team granted asylum in Portugal,4,0.0526315789473684,,https://t.co/2oT1XjP7Pa,,Boston,0,0,7,0,No hashtags
107,85013,2021-09-07 13:00:05+00:00,"Atlanta is among a list of 19 cities the State Department says will settle Afghans who worked with the U.S. armed forces as translators or interpreters in Iraq or Afghanistan, according to U.S. Sen. Raphael Warnock. https://t.co/qd7OPoBBFE","Atlanta is among a list of 19 cities the State Department says will settle Afghans who worked with the U.S. armed forces as translators or interpreters in Iraq or Afghanistan, according to U.S. Sen. Raphael Warnock.",13,0.0599078341013824,"U.S., U.S.",https://t.co/qd7OPoBBFE,,"Cherokee County, GA",0,0,1,0,No hashtags
325,6017,2022-03-28 23:10:52+00:00,@AnnaAdamsBBC @BBCr4today Overdue for journalistic investigation is why are there still 100’s of MOD guards &amp; translators in hiding from the Taliban in Afghanistan for 7 months while the MOD tell them to ‘wait’. They are in grave danger &amp; the UK is betraying them. Happy to share some info with you. #ARAP,Overdue for journalistic investigation is why are there still 100’s of MOD guards & translators in hiding from the Taliban in Afghanistan for 7 months while the MOD tell them to ‘wait’. They are in grave danger & the UK is betraying them. Happy to share some info with you. #ARAP,17,0.0584192439862542,"MOD, MOD, UK, #ARAP",,"@AnnaAdamsBBC, @BBCr4today",uk,1,29,125,0,['ARAP']
517,79917,2021-09-10 12:18:47+00:00,How about vetting all the Afghan refugees throughly instead of demanding that everyone get vaccinated. The refugees without proper vetting are more if a danger to us than Covid.,How about vetting all the Afghan refugees throughly instead of demanding that everyone get vaccinated. The refugees without proper vetting are more if a danger to us than Covid.,4,0.0225988700564971,,,,South Dakota,0,0,0,0,No hashtags
682,61604,2021-09-30 16:16:39+00:00,"2. 
1st and 4th amendments are proposed  by @SenTomCotton to betray our Afghan refugee allies.

The 2nd is currently being voted on. It was offered by KS newbie @RogerMarshallMD to block vaccine mandates so this alleged physician keep the pandemic raging and kill more Americans.",2. 1st and 4th amendments are proposed by to betray our Afghan refugee allies. The 2nd is currently being voted on. It was offered by KS newbie to block vaccine mandates so this alleged physician keep the pandemic raging and kill more Americans.,6,0.0238095238095238,KS,,"@SenTomCotton, @RogerMarshallMD","Hawaii, USA",1,12,24,2,No hashtags
481,44695,2021-11-12 12:37:18+00:00,"@Rsl_ir @vahabzadeh_ali @MahsaNemat Iran
Iran has provided shelter to 951,000 Afghans and 28,300 Iraqis. This country is the 4th largest refugee host. However, the refugee population in Iran did not change during the first six months of 2015 and has remained number 4 since the previous year.
https://t.co/kOhioPgN9G","Iran Iran has provided shelter to 951,000 Afghans and 28,300 Iraqis. This country is the 4th largest refugee host. However, the refugee population in Iran did not change during the first six months of 2015 and has remained number 4 since the previous year.",7,0.0265151515151515,,https://t.co/kOhioPgN9G,"@Rsl_ir, @vahabzadeh_ali, @MahsaNemat",Switzerland,0,0,1,0,No hashtags
596,97130,2021-09-01 06:15:08+00:00,"Look at this news article from The Daily Caller: America First Legal Requests Investigation Into The #Biden Administration’s Afghanistan Withdrawal, Demands Answers On ’Vetting’ Of Evacuees https://t.co/ov8pdNZoCG","Look at this news article from The Daily Caller: America First Legal Requests Investigation Into The #Biden Administration’s Afghanistan Withdrawal, Demands Answers On ’Vetting’ Of Evacuees",21,0.1099476439790576,,https://t.co/ov8pdNZoCG,,"Dallas, TX",0,0,0,0,['Biden']
242,127897,2021-08-22 17:02:08+00:00,"Canada to take in 20,000 Afghan refugees targeted by Taliban https://t.co/jmUXksnOB9 Several plane-loads of asylum seekers have already departed","Canada to take in 20,000 Afghan refugees targeted by Taliban Several plane-loads of asylum seekers have already departed",4,0.0327868852459016,,https://t.co/jmUXksnOB9,,English-speaking,0,0,0,0,No hashtags
976,141728,2021-08-19 09:18:21+00:00,Bespoke resettlement route for Afghan refugees https://t.co/P5mHTk3XHH,Bespoke resettlement route for Afghan refugees,2,0.0416666666666666,,https://t.co/P5mHTk3XHH,,"London, England",0,0,0,0,No hashtags
9,22119,2022-01-29 22:15:39+00:00,"NEW from @camiloreports: ""At least 36,433 Afghan evacuees who were or are set to be resettled in the U.S. lack a direct pathway to secure permanent legal residency, according to a government report shared with Congress""","NEW from ""At least 36,433 Afghan evacuees who were or are set to be resettled in the U.S. lack a direct pathway to secure permanent legal residency, according to a government report shared with Congress""",8,0.0390243902439024,"NEW, U.S.",,@camiloreports:,"Washington, DC",1,0,1,0,No hashtags
290,112442,2021-08-26 16:25:08+00:00,#Rwanda welcomes Afghan refugee students | @ecofinagency | https://t.co/DtOmeDGeBF https://t.co/VyEN6HQ9Je,#Rwanda welcomes Afghan refugee students | |,2,0.04,,"https://t.co/DtOmeDGeBF, https://t.co/VyEN6HQ9Je",@ecofinagency,Afrique,0,0,5,0,['Rwanda']
894,92820,2021-09-02 22:32:03+00:00,20+calif elementary school children left in Afghanistan ask why they brought unvetted including previously deported rapist but left Americans including California children @RepMikeGarcia @mikepompeo @RepDevinNunes @SenFeinstein @SpeakerPelosi didn’t show up today did U get kids? https://t.co/llvQ76JHEv,20+calif elementary school children left in Afghanistan ask why they brought unvetted including previously deported rapist but left Americans including California children didn’t show up today did U get kids?,4,0.0181818181818181,U,https://t.co/llvQ76JHEv,"@RepMikeGarcia, @mikepompeo, @RepDevinNunes, @SenFeinstein, @SpeakerPelosi",United States,0,0,0,0,No hashtags
292,14131,2022-02-28 09:23:56+00:00,"Nice to see the West has opened it's doors to refugee's fleeing  #Ukraine, and declared it's solidarity with them.
It's interesting that the same welcome isn't available to Iraqi's, Afghans, Palestinians, Syrians or Yemenis. 
Perhaps it would be different if they were white?","Nice to see the West has opened it's doors to refugee's fleeing #Ukraine, and declared it's solidarity with them. It's interesting that the same welcome isn't available to Iraqi's, Afghans, Palestinians, Syrians or Yemenis. Perhaps it would be different if they were white?",10,0.0363636363636363,,,,"Tullaghfornia, Donegal. ",0,0,3,0,['Ukraine']
1008,127106,2021-08-22 21:09:15+00:00,"@maddow If Trump granted 44,000 SIV visas, where are these 44,000 Afghans? WHy aren't they here?","If Trump granted 44,000 SIV visas, where are these 44,000 Afghans? WHy aren't they here?",8,0.0888888888888888,SIV,,@maddow,"Hoboken, New Jersey",0,0,0,0,No hashtags
879,129514,2021-08-22 03:18:40+00:00,"@jmjm003 @ofctimallen Right! Trump knew that,  and had a plan that Biden bypassed, then he blamed trump he said the Afghan army was one of the best armed military’s because of us but look who has all that now we should have gotten Americans FIRST then vetted and refugees who were cleared, Joe is awful","Right! Trump knew that, and had a plan that Biden bypassed, then he blamed trump he said the Afghan army was one of the best armed military’s because of us but look who has all that now we should have gotten Americans FIRST then vetted and refugees who were cleared, Joe is awful",11,0.0387323943661971,FIRST,,"@jmjm003, @ofctimallen",English-speaking,0,0,0,0,No hashtags
